"season","season_week","week_start_date","denv1_cases","denv2_cases","denv3_cases","denv4_cases","other_positive_cases","additional_cases","total_cases","TAVG","Bt"
"1994/1995",29,1994-11-12,3,5,0,1,64,337,410,28.1285714285714,1.36387280304298
"1994/1995",30,1994-11-19,2,1,0,1,114,246,364,27.0285714285714,1.19875908770531
"1994/1995",31,1994-11-26,3,4,0,1,112,239,359,26.6428571428571,1.13912631078014
"1994/1995",32,1994-12-03,2,8,0,6,78,194,288,26.5,1.1169449573613
"1994/1995",33,1994-12-10,1,6,0,2,81,131,221,26.8142857142857,1.1656878039301
"1994/1995",34,1994-12-17,4,9,0,0,48,88,149,26.4571428571429,1.11028507104192
"1994/1995",35,1994-12-24,3,7,0,3,41,58,112,26.6571428571429,1.14134245981257
"1994/1995",36,1995-01-01,3,6,0,1,65,79,154,25.7285714285714,0.997160840523668
"1994/1995",37,1995-01-08,0,9,0,0,40,42,91,25.0285714285714,0.889903308688401
"1994/1995",38,1995-01-15,1,3,0,2,51,15,72,25.7428571428571,0.999370365733435
"1994/1995",39,1995-01-22,3,5,0,2,41,5,56,25.5857142857143,0.975101107978662
"1994/1995",40,1995-01-29,5,2,0,3,26,10,46,25.7428571428571,0.999370365733435
"1994/1995",41,1995-02-05,0,0,0,0,31,6,37,26.6428571428571,1.13912631078014
"1994/1995",42,1995-02-12,0,0,0,1,20,5,26,26.3285714285714,1.09029692055128
"1994/1995",43,1995-02-19,0,1,0,0,16,0,17,25.3285714285714,0.935590272347893
"1994/1995",44,1995-02-26,0,0,0,1,15,1,17,25.3,0.931218505204458
"1994/1995",45,1995-03-05,0,1,0,0,16,3,20,25.8142857142857,1.01042653314815
"1994/1995",46,1995-03-12,1,0,0,0,10,0,11,23.9714285714286,0.734013122474046
"1994/1995",47,1995-03-19,1,0,0,0,6,0,7,25.6571428571429,0.986122546741598
"1994/1995",48,1995-03-26,2,0,0,1,13,0,16,25.1428571428571,0.907248992721253
"1994/1995",49,1995-04-02,2,0,0,1,10,1,14,27.4428571428571,1.26206334639663
"1994/1995",50,1995-04-09,1,3,0,1,11,0,16,26.8857142857143,1.17673025767343
"1994/1995",51,1995-04-16,1,0,0,0,4,0,5,26.4571428571429,1.11028507104192
"1994/1995",52,1995-04-23,0,0,0,0,2,0,2,26.8857142857143,1.17673025767343
"1995/1996",1,1995-04-30,0,0,0,0,6,0,6,28.4714285714286,1.41276039217953
"1995/1996",2,1995-05-07,0,1,0,0,4,0,5,27.0571428571429,1.20315462188944
"1995/1996",3,1995-05-14,0,0,0,1,3,0,4,26.7857142857143,1.16126631352232
"1995/1996",4,1995-05-21,0,0,0,0,3,0,3,27.9285714285714,1.33466623370459
"1995/1996",5,1995-05-28,0,0,0,0,4,0,4,27.2285714285714,1.22944350576311
"1995/1996",6,1995-06-04,2,1,0,1,12,0,16,27.5285714285714,1.27502245201982
"1995/1996",7,1995-06-11,1,0,0,1,6,0,8,28.4428571428571,1.40874959690055
"1995/1996",8,1995-06-18,0,0,0,0,6,1,7,29.5714285714286,1.55586126693967
"1995/1996",9,1995-06-25,1,0,0,1,7,1,10,29.3,1.52289217735906
"1995/1996",10,1995-07-02,1,0,0,0,11,2,14,29.1285714285714,1.50120151794298
"1995/1996",11,1995-07-09,0,0,0,1,6,0,7,29.2285714285714,1.51393214555672
"1995/1996",12,1995-07-16,1,1,0,1,5,1,9,28.9,1.47133244154225
"1995/1996",13,1995-07-23,0,0,0,0,10,1,11,28.5428571428571,1.42273305096547
"1995/1996",14,1995-07-30,1,4,0,0,15,3,23,28.9571428571429,1.47889611650251
"1995/1996",15,1995-08-06,0,2,0,1,11,3,17,30.0428571428571,1.60858770280933
"1995/1996",16,1995-08-13,0,0,0,1,17,1,19,28.7142857142857,1.44633479429564
"1995/1996",17,1995-08-20,0,1,0,1,18,4,24,28.8285714285714,1.46179163990358
"1995/1996",18,1995-08-27,0,1,0,0,13,3,17,29.5285714285714,1.55077399786196
"1995/1996",19,1995-09-03,4,1,0,0,21,2,28,29.6142857142857,1.56090223161331
"1995/1996",20,1995-09-10,1,2,0,5,30,2,40,29.0428571428571,1.49012272530501
"1995/1996",21,1995-09-17,4,1,0,0,26,2,33,30.1,1.61454590115304
"1995/1996",22,1995-09-24,2,3,0,1,21,4,31,28.7857142857143,1.45602243499138
"1995/1996",23,1995-10-01,2,1,0,2,25,3,33,28.3285714285714,1.39258709942432
"1995/1996",24,1995-10-08,2,1,0,0,26,0,29,27.7857142857143,1.31353748468296
"1995/1996",25,1995-10-15,2,3,0,3,19,3,30,27.5571428571429,1.27932962633512
"1995/1996",26,1995-10-22,1,1,0,1,27,6,36,28.1428571428571,1.36594089839411
"1995/1996",27,1995-10-29,3,3,0,2,34,6,48,27.4714285714286,1.26638914750255
"1995/1996",28,1995-11-05,0,0,0,2,28,10,40,27.1,1.20974082404921
"1995/1996",29,1995-11-12,0,1,0,1,14,12,28,27.1714285714286,1.22069762737545
"1995/1996",30,1995-11-19,0,1,0,1,28,6,36,27.3428571428571,1.2468777910189
"1995/1996",31,1995-11-26,0,0,0,1,16,2,19,27.0142857142857,1.19655995747822
"1995/1996",32,1995-12-03,0,0,0,0,18,16,34,26.7571428571429,1.1568424630043
"1995/1996",33,1995-12-10,0,0,0,1,12,10,23,26.1714285714286,1.06586355499315
"1995/1996",34,1995-12-17,0,0,0,1,13,3,17,26.5285714285714,1.12138370375304
"1995/1996",35,1995-12-24,0,0,0,0,15,2,17,27.1285714285714,1.21412667107499
"1995/1996",36,1996-01-01,0,1,0,1,20,1,23,26.1428571428571,1.06142226417045
"1995/1996",37,1996-01-08,1,0,0,1,12,0,14,26.2142857142857,1.07252646778361
"1995/1996",38,1996-01-15,2,0,0,0,18,0,20,25.5857142857143,0.975101107978662
"1995/1996",39,1996-01-22,1,0,0,0,12,0,13,24.8857142857143,0.868334601660188
"1995/1996",40,1996-01-29,0,1,0,0,20,2,23,25.1285714285714,0.905076614540418
"1995/1996",41,1996-02-05,1,0,0,3,14,2,20,25.1571428571429,0.90942252440321
"1995/1996",42,1996-02-12,0,0,0,0,16,0,16,26.0571428571429,1.04810290138686
"1995/1996",43,1996-02-19,0,1,0,0,14,1,16,25.4714285714286,0.95750622534912
"1995/1996",44,1996-02-26,2,0,0,0,19,2,23,25.6571428571429,0.986122546741598
"1995/1996",45,1996-03-04,1,1,0,1,11,0,14,25.9571428571429,1.03257572521438
"1995/1996",46,1996-03-11,0,0,0,1,10,4,15,26.4428571428571,1.10806470532745
"1995/1996",47,1996-03-18,0,0,0,0,3,1,4,26.2285714285714,1.07474763561088
"1995/1996",48,1996-03-25,0,1,0,0,4,0,5,26.0142857142857,1.04144652729193
"1995/1996",49,1996-04-01,0,0,0,0,4,1,5,26.1142857142857,1.05698164148813
"1995/1996",50,1996-04-08,2,1,0,1,4,3,11,26.2857142857143,1.083632864735
"1995/1996",51,1996-04-15,0,0,0,1,9,1,11,26,1.03922832872714
"1995/1996",52,1996-04-22,2,0,0,0,4,1,7,26.1857142857143,1.06808441155913
"1996/1997",1,1996-04-29,1,0,0,0,3,0,4,25.4,0.946536735284571
"1996/1997",2,1996-05-06,0,0,0,1,5,0,6,25.8428571428571,1.01485271484437
"1996/1997",3,1996-05-13,0,0,0,2,3,0,5,26.6,1.13247545473603
"1996/1997",4,1996-05-20,0,0,0,0,2,0,2,27.9714285714286,1.34096308127949
"1996/1997",5,1996-05-27,0,0,0,1,3,0,4,27.8142857142857,1.31777972800826
"1996/1997",6,1996-06-03,0,0,0,0,2,0,2,27.1857142857143,1.22288578535052
"1996/1997",7,1996-06-10,0,0,0,1,2,1,4,26.3142857142857,1.0880755882897
"1996/1997",8,1996-06-17,3,1,0,0,2,0,6,27.5142857142857,1.27286646442195
"1996/1997",9,1996-06-24,2,0,0,1,3,0,6,28.0285714285714,1.34932712082201
"1996/1997",10,1996-07-01,0,1,0,2,0,1,4,28.3,1.3885176089276
"1996/1997",11,1996-07-08,0,0,0,2,2,2,6,27.1,1.20974082404921
"1996/1997",12,1996-07-15,1,2,0,1,5,2,11,27.4,1.25556366812301
"1996/1997",13,1996-07-22,2,1,0,0,10,3,16,27.2571428571429,1.23380949658908
"1996/1997",14,1996-07-29,1,0,0,2,5,1,9,27.5857142857143,1.28363026117671
"1996/1997",15,1996-08-05,1,2,0,1,7,1,12,27.9285714285714,1.33466623370459
"1996/1997",16,1996-08-12,1,2,0,0,7,3,13,26.9571428571429,1.18775478688271
"1996/1997",17,1996-08-19,0,4,0,1,18,4,27,27.7571428571429,1.30928734349934
"1996/1997",18,1996-08-26,1,0,0,2,13,5,21,28.2428571428571,1.38034532354334
"1996/1997",19,1996-09-02,2,2,0,1,11,3,19,28.3142857142857,1.39055376161441
"1996/1997",20,1996-09-09,1,1,0,0,13,2,17,26.9857142857143,1.19215906471492
"1996/1997",21,1996-09-16,1,1,0,1,18,3,24,27.5857142857143,1.28363026117671
"1996/1997",22,1996-09-23,2,0,0,1,16,8,27,27.6285714285714,1.29006858698119
"1996/1997",23,1996-09-30,1,1,0,1,19,8,30,27.1714285714286,1.22069762737545
"1996/1997",24,1996-10-07,0,1,0,1,21,6,29,27.5714285714286,1.28148077158983
"1996/1997",25,1996-10-14,1,1,0,1,14,8,25,28.8714285714286,1.46752745801459
"1996/1997",26,1996-10-21,0,0,0,2,23,10,35,27.7142857142857,1.3028977011936
"1996/1997",27,1996-10-28,2,1,0,2,20,8,33,26.4571428571429,1.11028507104192
"1996/1997",28,1996-11-04,1,3,0,0,21,5,30,26.3142857142857,1.0880755882897
"1996/1997",29,1996-11-11,1,2,0,1,13,12,29,26.0285714285714,1.0436650324764
"1996/1997",30,1996-11-18,3,0,0,3,15,10,31,25.4571428571429,0.955310565285697
"1996/1997",31,1996-11-25,0,1,0,4,22,2,29,25.2142857142857,0.918127934866515
"1996/1997",32,1996-12-02,0,4,0,4,11,3,22,24.7285714285714,0.844767850219465
"1996/1997",33,1996-12-09,2,1,0,3,15,6,27,25.1857142857143,0.913772998103322
"1996/1997",34,1996-12-16,1,1,0,3,15,4,24,24.3428571428571,0.787720488964975
"1996/1997",35,1996-12-23,0,1,0,4,16,5,26,25.2285714285714,0.92030704521206
"1996/1997",36,1997-01-01,2,1,0,1,19,6,29,24.6857142857143,0.838371375268308
"1996/1997",37,1997-01-08,0,0,0,3,18,1,22,24.4142857142857,0.798192656060301
"1996/1997",38,1997-01-15,0,0,0,2,26,5,33,24.7857142857143,0.853317402712414
"1996/1997",39,1997-01-22,0,3,0,1,12,8,24,24.7142857142857,0.842634178906503
"1996/1997",40,1997-01-29,0,2,0,0,19,9,30,23.6571428571429,0.689636408954252
"1996/1997",41,1997-02-05,0,1,0,0,15,4,20,24.6142857142857,0.827741363130464
"1996/1997",42,1997-02-12,2,1,0,0,9,5,17,24.6,0.825620077058078
"1996/1997",43,1997-02-19,2,1,0,0,17,4,24,24.5142857142857,0.812926290002357
"1996/1997",44,1997-02-26,0,1,0,4,16,7,28,24.5285714285714,0.815037828082606
"1996/1997",45,1997-03-05,2,0,0,0,11,5,18,24.4,0.796094710282716
"1996/1997",46,1997-03-12,0,0,0,1,9,3,13,24.8142857142857,0.857600940338855
"1996/1997",47,1997-03-19,0,0,0,2,4,3,9,25.3857142857143,0.944345547338659
"1996/1997",48,1997-03-26,0,0,0,1,12,1,14,25.2571428571429,0.924668486075225
"1996/1997",49,1997-04-02,1,0,0,0,9,1,11,25.0428571428571,0.89206726517948
"1996/1997",50,1997-04-09,0,0,0,0,10,1,11,26.2142857142857,1.07252646778361
"1996/1997",51,1997-04-16,2,0,0,1,14,2,19,27.7857142857143,1.31353748468296
"1996/1997",52,1997-04-23,0,0,0,1,9,0,10,27.9285714285714,1.33466623370459
"1997/1998",1,1997-04-30,0,0,0,1,7,0,8,27.7714285714286,1.31141339049697
"1997/1998",2,1997-05-07,0,0,0,1,7,0,8,27.6857142857143,1.29862856981587
"1997/1998",3,1997-05-14,1,0,0,1,7,0,9,27.4,1.25556366812301
"1997/1998",4,1997-05-21,0,0,0,0,3,0,3,27.4285714285714,1.25989823019541
"1997/1998",5,1997-05-28,0,0,0,0,7,0,7,27.3571428571429,1.24905130410533
"1997/1998",6,1997-06-04,0,0,0,0,11,3,14,28.5857142857143,1.42867840803016
"1997/1998",7,1997-06-11,0,0,0,0,4,0,4,29.1428571428571,1.5030332029096
"1997/1998",8,1997-06-18,1,0,0,1,4,3,9,28.4571428571429,1.4107565223495
"1997/1998",9,1997-06-25,0,0,0,0,9,5,14,28.4857142857143,1.4147611819908
"1997/1998",10,1997-07-02,0,0,0,1,4,2,7,29.0571428571429,1.49197961268366
"1997/1998",11,1997-07-09,0,0,0,1,7,1,9,28.6285714285714,1.43459426841429
"1997/1998",12,1997-07-16,0,0,0,0,2,1,3,27.6571428571429,1.29435214181444
"1997/1998",13,1997-07-23,0,0,0,0,3,0,3,28.1428571428571,1.36594089839411
"1997/1998",14,1997-07-30,2,0,0,2,8,2,14,28.6428571428571,1.43655955053467
"1997/1998",15,1997-08-06,1,0,0,1,10,0,12,28.2,1.37418771124248
"1997/1998",16,1997-08-13,0,0,0,0,10,0,10,28.3857142857143,1.40069182483274
"1997/1998",17,1997-08-20,2,0,0,1,17,1,21,28.0571428571429,1.3534951254221
"1997/1998",18,1997-08-27,1,0,0,2,21,2,26,28.7714285714286,1.45409206819496
"1997/1998",19,1997-09-03,1,1,0,2,30,13,47,28.9571428571429,1.47889611650251
"1997/1998",20,1997-09-10,3,1,0,5,25,8,42,28.8571428571429,1.4656192715851
"1997/1998",21,1997-09-17,4,1,0,0,18,8,31,28.2428571428571,1.38034532354334
"1997/1998",22,1997-09-24,1,2,0,0,19,12,34,27.6714285714286,1.29649125726048
"1997/1998",23,1997-10-01,0,0,0,1,23,9,33,28.5,1.41675886732394
"1997/1998",24,1997-10-08,0,0,0,9,33,10,52,27.2285714285714,1.22944350576311
"1997/1998",25,1997-10-15,2,3,0,5,24,22,56,27.7,1.30076405822912
"1997/1998",26,1997-10-22,4,0,0,8,38,20,70,28.5428571428571,1.42273305096547
"1997/1998",27,1997-10-29,2,0,0,2,68,40,112,27.4571428571429,1.26422699229208
"1997/1998",28,1997-11-05,0,0,0,0,35,35,70,27.4714285714286,1.26638914750255
"1997/1998",29,1997-11-12,1,0,0,1,23,22,47,27.2857142857143,1.23817064633773
"1997/1998",30,1997-11-19,2,1,0,3,34,8,48,27.1285714285714,1.21412667107499
"1997/1998",31,1997-11-26,1,1,0,2,28,17,49,26.8428571428571,1.17010679025994
"1997/1998",32,1997-12-03,0,0,0,1,31,34,66,26.5142857142857,1.11916445963393
"1997/1998",33,1997-12-10,0,0,0,2,37,17,56,26.7714285714286,1.15905467431088
"1997/1998",34,1997-12-17,0,0,0,1,34,26,61,26.6428571428571,1.13912631078014
"1997/1998",35,1997-12-24,0,3,0,3,36,25,67,26.7,1.14798825344653
"1997/1998",36,1998-01-01,0,2,1,1,39,21,64,25.3714285714286,0.942155293853507
"1997/1998",37,1998-01-08,2,0,0,3,41,22,68,25.5285714285714,0.966297270524
"1997/1998",38,1998-01-15,3,0,0,4,28,14,49,25.6,0.977303962847404
"1997/1998",39,1998-01-22,0,0,1,2,34,13,50,26.7285714285714,1.15241639553096
"1997/1998",40,1998-01-29,1,0,0,2,42,11,56,26.7571428571429,1.1568424630043
"1997/1998",41,1998-02-05,2,3,0,4,49,17,75,26.6142857142857,1.13469279085164
"1997/1998",42,1998-02-12,2,1,0,4,37,19,63,25.0857142857143,0.898566525654484
"1997/1998",43,1998-02-19,1,2,0,5,43,11,62,25.9428571428571,1.03035890535521
"1997/1998",44,1998-02-26,3,0,0,1,31,6,41,25.8571428571429,1.01706654316432
"1997/1998",45,1998-03-05,2,2,0,9,32,5,50,25.2142857142857,0.918127934866515
"1997/1998",46,1998-03-12,2,1,0,4,24,3,34,25.2285714285714,0.92030704521206
"1997/1998",47,1998-03-19,2,1,0,5,23,0,31,26.6285714285714,1.13690974865474
"1997/1998",48,1998-03-26,4,2,0,4,23,5,38,25.2285714285714,0.92030704521206
"1997/1998",49,1998-04-02,1,0,0,4,23,2,30,26.4,1.10140263212641
"1997/1998",50,1998-04-09,0,0,0,5,24,3,32,26.4857142857143,1.11472521390187
"1997/1998",51,1998-04-16,3,0,0,4,17,2,26,26.0571428571429,1.04810290138686
"1997/1998",52,1998-04-23,2,1,1,7,18,1,30,26.8428571428571,1.17010679025994
"1998/1999",1,1998-04-30,4,2,0,1,27,2,36,27.0857142857143,1.20754639515967
"1998/1999",2,1998-05-07,2,0,0,7,24,2,35,27.8142857142857,1.31777972800826
"1998/1999",3,1998-05-14,5,0,0,9,30,2,46,27.2285714285714,1.22944350576311
"1998/1999",4,1998-05-21,1,4,0,6,33,4,48,27.9714285714286,1.34096308127949
"1998/1999",5,1998-05-28,3,1,2,7,27,4,44,28.0285714285714,1.34932712082201
"1998/1999",6,1998-06-04,5,1,0,9,33,3,51,28.3142857142857,1.39055376161441
"1998/1999",7,1998-06-11,6,1,0,10,37,5,59,28.1142857142857,1.36180219703005
"1998/1999",8,1998-06-18,1,3,2,4,51,10,71,28.4,1.40271072994705
"1998/1999",9,1998-06-25,11,2,0,12,65,12,102,28.7714285714286,1.45409206819496
"1998/1999",10,1998-07-02,3,1,0,3,87,34,128,28.1428571428571,1.36594089839411
"1998/1999",11,1998-07-09,8,1,0,17,71,30,127,28.2285714285714,1.3782954515598
"1998/1999",12,1998-07-16,11,5,0,8,63,63,150,27.8714285714286,1.32623982506846
"1998/1999",13,1998-07-23,4,5,1,9,93,79,191,28.0428571428571,1.35141230989459
"1998/1999",14,1998-07-30,2,3,5,9,119,118,256,28.8428571428571,1.46370732353487
"1998/1999",15,1998-08-06,6,7,2,11,105,198,329,29.1285714285714,1.50120151794298
"1998/1999",16,1998-08-13,8,3,2,15,70,165,263,28.6,1.43065367213244
"1998/1999",17,1998-08-20,5,1,0,11,58,145,220,28.1571428571429,1.36800646002977
"1998/1999",18,1998-08-27,7,4,2,12,58,121,204,28.9571428571429,1.47889611650251
"1998/1999",19,1998-09-03,1,1,0,5,44,130,181,28.3571428571429,1.39664523511848
"1998/1999",20,1998-09-10,0,0,2,0,19,78,99,28.4285714285714,1.40673964017305
"1998/1999",21,1998-09-17,0,0,0,2,28,24,54,27.9285714285714,1.33466623370459
"1998/1999",22,1998-09-24,2,1,5,4,27,41,80,27.8857142857143,1.3283496405579
"1998/1999",23,1998-10-01,2,1,2,2,42,53,102,28.1285714285714,1.36387280304298
"1998/1999",24,1998-10-08,6,1,1,4,49,66,127,28.1285714285714,1.36387280304298
"1998/1999",25,1998-10-15,0,1,1,3,42,26,73,27.7857142857143,1.31353748468296
"1998/1999",26,1998-10-22,1,1,4,4,40,18,68,27.6285714285714,1.29006858698119
"1998/1999",27,1998-10-29,0,1,0,0,38,25,64,27.4,1.25556366812301
"1998/1999",28,1998-11-05,2,1,2,1,25,24,55,27.7285714285714,1.30502947734744
"1998/1999",29,1998-11-12,1,3,2,5,30,26,67,26.6571428571429,1.14134245981257
"1998/1999",30,1998-11-19,1,3,3,2,43,32,84,26.2285714285714,1.07474763561088
"1998/1999",31,1998-11-26,1,3,7,4,54,16,85,25.7714285714286,1.00379116784409
"1998/1999",32,1998-12-03,1,4,1,0,37,24,67,25.8,1.00821420913598
"1998/1999",33,1998-12-10,0,2,1,2,46,22,73,26.1285714285714,1.05920186145615
"1998/1999",34,1998-12-17,1,3,3,0,50,32,89,25.6,0.977303962847404
"1998/1999",35,1998-12-24,2,3,2,2,42,17,68,25.6571428571429,0.986122546741598
"1998/1999",36,1999-01-01,4,5,10,3,26,11,59,25.1714285714286,0.911597197055485
"1998/1999",37,1999-01-08,1,0,9,7,35,4,56,25.1714285714286,0.911597197055485
"1998/1999",38,1999-01-15,2,8,8,3,43,13,77,24.8857142857143,0.868334601660188
"1998/1999",39,1999-01-22,1,1,8,2,56,7,75,24.6714285714286,0.836242265292818
"1998/1999",40,1999-01-29,1,2,3,1,33,7,47,23.7571428571429,0.703643631346772
"1998/1999",41,1999-02-05,0,0,1,2,42,5,50,23.7571428571429,0.703643631346772
"1998/1999",42,1999-02-12,0,1,1,1,36,3,42,24.2,0.766911412953616
"1998/1999",43,1999-02-19,0,0,1,0,27,0,28,24.5285714285714,0.815037828082606
"1998/1999",44,1999-02-26,0,0,3,1,30,3,37,24.8857142857143,0.868334601660188
"1998/1999",45,1999-03-05,1,0,0,0,32,4,37,24.6857142857143,0.838371375268308
"1998/1999",46,1999-03-12,1,0,3,0,23,0,27,25.4428571428571,0.953115772804234
"1998/1999",47,1999-03-19,0,0,1,0,11,0,12,25.5857142857143,0.975101107978662
"1998/1999",48,1999-03-26,0,0,1,0,14,0,15,26.0857142857143,1.05254181234821
"1998/1999",49,1999-04-02,0,0,4,1,17,0,22,25.0714285714286,0.896398885908985
"1998/1999",50,1999-04-09,0,0,0,1,7,0,8,26.1428571428571,1.06142226417045
"1998/1999",51,1999-04-16,1,0,1,0,13,0,15,27.1857142857143,1.22288578535052
"1998/1999",52,1999-04-23,0,0,2,0,15,0,17,26.8142857142857,1.1656878039301
"1999/2000",1,1999-04-30,0,0,2,0,8,0,10,28.2142857142857,1.37624290632599
"1999/2000",2,1999-05-07,0,0,1,0,8,0,9,26.6428571428571,1.13912631078014
"1999/2000",3,1999-05-14,1,0,2,0,8,0,11,28.6,1.43065367213244
"1999/2000",4,1999-05-21,0,0,0,1,19,0,20,28.3428571428571,1.39461759854826
"1999/2000",5,1999-05-28,0,0,2,1,10,0,13,27.9857142857143,1.34305753857536
"1999/2000",6,1999-06-04,0,0,0,1,10,0,11,27.8142857142857,1.31777972800826
